history_date,security_band,asteroid_volume_mined,gas_volume_mined,ice_volume_mined,moon_volume_mined,asteroid_volume_wasted,gas_volume_wasted,ice_volume_wasted,moon_volume_wasted
2023-08-01,Wormhole,89068340.76,18154660.0,317000.0,6977620.0,33215442.8,3846563.0,111000.0,824900.0
2023-08-02,High Sec,712227091.76,1783930.0,620353000.0,657395160.0,170840372.08,150180.0,120941000.0,146103650.0
2023-08-02,Low Sec,153005948.72,7000520.0,3879000.0,54401200.0,34805253.44,1077860.0,1238000.0,3742930.0
2023-08-02,Null Sec,536607687.81,5623440.0,343932000.0,938599840.0,73821484.44,569590.0,64514000.0,68699580.0
2023-08-02,Pochven,11658112.0,0.0,0.0,0.0,4130288.0,0.0,0.0,0.0
2023-08-02,Wormhole,131390262.38,17266148.0,400000.0,5193230.0,47315940.87,3524769.0,122000.0,1049600.0
2023-08-03,High Sec,720646919.95,1905970.0,615656000.0,589335680.0,176360404.04000002,140040.0,126758000.0,128117510.0
2023-08-03,Low Sec,149893214.28,7251020.0,3870000.0,37630170.0,32932267.4,1081990.0,1086000.0,4737170.0
2023-08-03,Null Sec,517290233.8,6207640.0,279720000.0,1035887470.0,71465624.08,845370.0,52465000.0,77614340.0
2023-08-03,Pochven,12879712.0,0.0,0.0,0.0,4511920.0,0.0,0.0,0.0
2023-08-03,Wormhole,128599273.31,17433137.0,221000.0,9731560.0,40756523.47,3585208.0,76000.0,3458490.0
2023-08-04,High Sec,700520529.7,1832060.0,624453000.0,831927120.0,165209263.39000002,162160.0,132507000.0,182690240.0
2023-08-04,Low Sec,152854167.08,7331800.0,2482000.0,30175460.0,32150232.91,1018880.0,710000.0,2577620.0
2023-08-04,Null Sec,516575129.05,4363410.0,183272000.0,807321420.0,88229354.99,563990.0,42888000.0,72006540.0
2023-08-04,Pochven,4036488.0,0.0,0.0,0.0,528608.0,0.0,0.0,0.0
2023-08-04,Wormhole,103327948.55,17032719.0,666000.0,22461020.0,38935115.42,3416964.0,214000.0,4438980.0
2023-08-05,High Sec,776742570.5300001,1562750.0,619177000.0,925708370.0,185167846.68,141940.0,124234000.0,210636030.0
2023-08-05,Low Sec,164212802.1,7621790.0,1011000.0,47233010.0,35892444.65,1090600.0,221000.0,4474360.0
2023-08-05,Null Sec,570646754.1,5300170.0,301520000.0,1257451740.0,95773129.11,820440.0,54193000.0,84758640.0
2023-08-05,Pochven,7388128.0,0.0,0.0,0.0,3281272.0,0.0,0.0,0.0
2023-08-05,Wormhole,124671611.73,19300916.0,1443000.0,17867970.0,45877215.47,3971117.0,306000.0,4774900.0
2023-08-06,High Sec,783783803.7700001,1883500.0,624843000.0,671058760.0,183519073.36,111790.0,132141000.0,152204860.0
2023-08-06,Low Sec,163811263.07,7816480.0,4943000.0,52434070.0,24440871.51,1134970.0,1533000.0,6869330.0
2023-08-06,Null Sec,671640375.35,5528880.0,386728000.0,1114478010.0,104078422.92,736270.0,77733000.0,74283940.0
2023-08-06,Pochven,8617128.0,0.0,0.0,0.0,3751744.0,0.0,0.0,0.0
2023-08-06,Wormhole,165896727.99,20794207.0,449000.0,17781620.0,60444635.55,4168940.0,121000.0,822320.0
2023-08-07,High Sec,667588922.9200001,1785020.0,612775000.0,646037710.0,153566170.95000002,97810.0,136638000.0,145033740.0
2023-08-07,Low Sec,154885496.58,7165650.0,1617000.0,51514560.0,29506985.25,929860.0,428000.0,3301830.0
2023-08-07,Null Sec,692530885.89,5824240.0,324331000.0,966162720.0,103970206.03,749580.0,69486000.0,54589930.0
2023-08-07,Pochven,11294096.0,0.0,0.0,0.0,4554040.0,0.0,0.0,0.0
2023-08-07,Wormhole,102001054.39,14918521.0,261000.0,12783990.0,28882174.61,3187497.0,68000.0,1466410.0
2023-08-08,High Sec,665372293.84,1453450.0,637886000.0,553654300.0,148230267.93,171450.0,133838000.0,126546720.0
2023-08-08,Low Sec,155357562.32,7046820.0,2991000.0,59464500.0,33063314.38,1022670.0,820000.0,5826070.0
2023-08-08,Null Sec,632426621.45,6821130.0,251184000.0,939164110.0,90160289.44,834610.0,46336000.0,57062940.0
2023-08-08,Pochven,14969440.0,0.0,0.0,0.0,6868704.0,0.0,0.0,0.0
2023-08-08,Wormhole,118479346.97,16498275.0,778000.0,5226450.0,36756521.15,3358243.0,188000.0,1711010.0
2023-08-09,High Sec,695283508.1,1735990.0,610126000.0,562329230.0,174906322.26000002,154010.0,134600000.0,128216310.0
2023-08-09,Low Sec,156934040.4,7042360.0,2685000.0,38033620.0,27861714.3,936270.0,768000.0,3727400.0
2023-08-09,Null Sec,594586140.49,6818410.0,291590000.0,1052631470.0,71245334.9,732550.0,57161000.0,44235520.0
2023-08-09,Pochven,14047920.0,0.0,0.0,0.0,4844128.0,0.0,0.0,0.0
2023-08-09,Wormhole,102342290.05,16545501.0,77000.0,13166660.0,36041763.62,3649479.0,20000.0,1942090.0
2023-08-10,High Sec,669705312.14,1856060.0,625819000.0,507788450.0,157740862.15,152220.0,138511000.0,108169340.0
2023-08-10,Low Sec,146570252.85,7369990.0,5209000.0,40388290.0,27556436.13,892620.0,1372000.0,5800800.0
2023-08-10,Null Sec,649760099.74,6012910.0,249433000.0,903110550.0,84259409.61,637170.0,47423000.0,57089570.0
2023-08-10,Pochven,14843872.0,0.0,0.0,0.0,5460576.0,0.0,0.0,0.0
2023-08-10,Wormhole,126214912.5,15825782.0,3570000.0,8466750.0,43214385.89,2946134.0,1164000.0,2991690.0
2023-08-11,High Sec,700687841.9000001,1828280.0,609215000.0,675408530.0,162280289.33,128750.0,124347000.0,164453230.0
2023-08-11,Low Sec,133572469.46,7518060.0,2245000.0,40488250.0,23006682.86,1075530.0,576000.0,4750210.0
2023-08-11,Null Sec,600228500.68,5295400.0,288573000.0,1099844300.0,99766056.28,667260.0,58078000.0,66629260.0
2023-08-11,Pochven,4277296.0,0.0,0.0,0.0,2131344.0,0.0,0.0,0.0
2023-08-11,Wormhole,124057355.92999999,19203968.0,206000.0,3320740.0,37843963.01,4280009.0,37000.0,540830.0
2023-08-12,High Sec,846940179.96,1808890.0,673192000.0,818762990.0,195438578.87,131690.0,149225000.0,188178930.0
2023-08-12,Low Sec,136148469.95,7646940.0,1853000.0,47092000.0,23455802.9,1099930.0,542000.0,8047210.0
2023-08-12,Null Sec,599631215.18,5062840.0,286414000.0,1169324990.0,90155758.23,538950.0,60255000.0,56025310.0
2023-08-12,Pochven,10502816.0,0.0,0.0,0.0,4425680.0,0.0,0.0,0.0
