history_date,primary_index,sub_index,price_change,total_value,price_change_weighted
2012-10-01,Primary Producer Price Index,Hybrid polymers,1.007932,944202317937.533,0.000362
2012-10-01,Primary Producer Price Index,Ice,1.06217,1125548914271.1404,0.00339
2012-10-01,Primary Producer Price Index,Ore,1.038955,1871027077892.2405,0.003532
2012-10-01,Primary Producer Price Index,Planetary Processed Materials,1.055095,402290098427.8683,0.001074
2012-10-01,Primary Producer Price Index,Planetary Raw Materials,1.101374,31618396466.9785,0.000155
2012-10-01,Primary Producer Price Index,Planetary Refined Commodities,1.180442,250129847309.8536,0.002187
2012-10-01,Primary Producer Price Index,Planetary Specialized Commodities,1.095534,244592432301.8126,0.001132
2012-10-01,Primary Producer Price Index,Processed Moon Materials,0.960751,1275450605041.6086,-0.002425
2012-10-01,Primary Producer Price Index,Raw Moon Materials,0.892994,3210861757971.1953,-0.016649
2012-10-01,Primary Producer Price Index,Reaction,0.862735,6103976973.7735,-4e-05
2012-10-01,Primary Producer Price Index,Reactions,0.974733,28398194261.4787,-3.4e-05
2012-10-01,Primary Producer Price Index,Sleeper relics,1.095682,421895455720.5019,0.001956
2012-10-01,Secondary Producer Price Index,Advanced Capital Construction Components,3.716819,39242034211.5579,0.004252
2012-10-01,Secondary Producer Price Index,Ancient Salvaged Materials,0.964744,4477350662042.575,-0.006296
2012-10-01,Secondary Producer Price Index,Blueprints,1.00644,5277367099978.176,0.001355
2012-10-01,Secondary Producer Price Index,Boosters,0.764335,7813511460.2842,-7.3e-05
2012-10-01,Secondary Producer Price Index,Capital Ship Components,0.92103,377133124186.2837,-0.001187
2012-10-01,Secondary Producer Price Index,Commodity,0.982203,1777123469665.806,-0.001261
2012-10-01,Secondary Producer Price Index,Planetary Advanced Commodities,1.087573,1392608795963.6672,0.004864
2012-10-01,Secondary Producer Price Index,Planetary Commodities,1.332379,212422150653.3312,0.002816
2012-10-01,Secondary Producer Price Index,Planetary Refined Commodities,1.02189,2651858414961.3115,0.002315
2012-10-01,Secondary Producer Price Index,Planetary Specialized Commodities,0.972643,1352311503389.7668,-0.001475
2012-10-01,Secondary Producer Price Index,Salvaged materials,0.932675,5344215979349.325,-0.014351
2012-10-01,Secondary Producer Price Index,Starbase structures,0.985042,762150363562.6729,-0.000454
2012-10-01,Secondary Producer Price Index,Station components,1.946484,4281022778.5239,0.000161
2012-10-01,Secondary Producer Price Index,Tech II construction components,0.916521,1329458322965.9028,-0.004426
2012-10-01,Secondary Producer Price Index,Tech III Subsystem Components,1.023696,65973473581.3695,6.2e-05
2012-11-01,Consumer Price Index,Ammo,1.004517,15558245743149.232,0.000186
2012-11-01,Consumer Price Index,Apparel,1.011611,484060344171.2032,1.4e-05
2012-11-01,Consumer Price Index,Boosters,1.044224,393750853127.5268,4.6e-05
2012-11-01,Consumer Price Index,Commodity,0.980954,102681588768.1758,-5e-06
2012-11-01,Consumer Price Index,Complimentary ships,0.980108,82530749137.4048,-4e-06
2012-11-01,Consumer Price Index,Drone,0.790074,4601123900.1648,-2e-06
2012-11-01,Consumer Price Index,Drones,0.985294,4583348638297.201,-0.000178
2012-11-01,Consumer Price Index,Faction Ships,1.018068,27210703885684.414,0.001305
2012-11-01,Consumer Price Index,Ice Products,0.934597,15977914003538.686,-0.002773
2012-11-01,Consumer Price Index,Implants,1.113281,39662657237129.35,0.011926
2012-11-01,Consumer Price Index,Insignias,1.017277,6667176554635.112,0.000305
2012-11-01,Consumer Price Index,Orbitals,1.021264,286210979535.0304,1.6e-05
2012-11-01,Consumer Price Index,POS Fuel,0.992753,9942827361463.145,-0.000191
2012-11-01,Consumer Price Index,Planetary Infrastructure,0.990036,51303104600.9832,-1e-06
2012-11-01,Consumer Price Index,Scripts,1.030042,19966688214.7352,1e-06
2012-11-01,Consumer Price Index,Skills,1.001761,20933814569840.75,9.7e-05
2012-11-01,Consumer Price Index,Sovereignty Structures,1.009878,540413132725.8228,1.4e-05
2012-11-01,Consumer Price Index,Starbase structures,1.03645,7552757149607.305,0.00073
2012-11-01,Consumer Price Index,Tech I Rigs,1.026755,9343895066035.248,0.000663
2012-11-01,Consumer Price Index,Tech I modules,1.014434,77443911457363.28,0.002967
2012-11-01,Consumer Price Index,Tech I ships,1.024123,50672318663478.664,0.003244
2012-11-01,Consumer Price Index,Tech II Rigs,0.998333,7123710119772.849,-3.1e-05
2012-11-01,Consumer Price Index,Tech II modules,1.001219,20440887780428.97,6.6e-05
2012-11-01,Consumer Price Index,Tech II ships,0.983942,42971039972750.055,-0.001831
2012-11-01,Consumer Price Index,Tech III ships,0.931124,7654764796549.827,-0.001399
2012-11-01,Consumer Price Index,Tech III subsystems,0.904674,11031943929253.367,-0.002791
2012-11-01,Mineral Price Index,High-End Minerals,1.188615,6876031850367.411,0.051479
2012-11-01,Mineral Price Index,Low-End Minerals,1.045301,18317134560762.555,0.032936
2012-11-01,Primary Producer Price Index,Advanced Moon Materials,0.955548,8485574963020.289,-0.016876
2012-11-01,Primary Producer Price Index,Alloys & Compounds,1.124527,224172438287.8855,0.001248
2012-11-01,Primary Producer Price Index,Blueprints,0.955446,14264109627.1665,-2.8e-05
2012-11-01,Primary Producer Price Index,Commodity,1.044287,246344391399.0993,0.000488
2012-11-01,Primary Producer Price Index,Datacores,0.816001,1530507590632.768,-0.012599
2012-11-01,Primary Producer Price Index,Decryptors,0.936666,660222310463.644,-0.00187
2012-11-01,Primary Producer Price Index,Hybrid polymers,0.974144,1012779082868.0684,-0.001171
2012-11-01,Primary Producer Price Index,Ice,1.036553,1134887525115.0076,0.001856
2012-11-01,Primary Producer Price Index,Ore,0.996085,2063379732901.459,-0.000361
2012-11-01,Primary Producer Price Index,Planetary Processed Materials,1.104752,457064896101.3221,0.002142
2012-11-01,Primary Producer Price Index,Planetary Raw Materials,0.98268,28788972625.8465,-2.2e-05
2012-11-01,Primary Producer Price Index,Planetary Refined Commodities,1.114128,282852809753.4867,0.001444
2012-11-01,Primary Producer Price Index,Planetary Specialized Commodities,1.060627,233912015456.2302,0.000634
2012-11-01,Primary Producer Price Index,Processed Moon Materials,1.046137,1574417131006.3113,0.003249
2012-11-01,Primary Producer Price Index,Raw Moon Materials,1.06777,4023226935721.2295,0.012198
2012-11-01,Primary Producer Price Index,Reaction,0.765083,5933898596.5075,-6.2e-05
2012-11-01,Primary Producer Price Index,Reactions,1.055749,28760450577.7345,7.1e-05
2012-11-01,Primary Producer Price Index,Sleeper relics,0.857907,343759900611.2072,-0.002185
2012-11-01,Secondary Producer Price Index,Advanced Capital Construction Components,4.892876,76640439805.0738,0.010981
2012-11-01,Secondary Producer Price Index,Ancient Salvaged Materials,0.905159,5192320266658.424,-0.018125
2012-11-01,Secondary Producer Price Index,Blueprints,0.998592,6084116033405.659,-0.000315
2012-11-01,Secondary Producer Price Index,Boosters,0.883909,5367180107.6242,-2.2e-05
2012-11-01,Secondary Producer Price Index,Capital Ship Components,1.040047,481172881195.3222,0.000709
2012-11-01,Secondary Producer Price Index,Commodity,0.959885,1766176638734.1572,-0.002607
2012-11-01,Secondary Producer Price Index,Planetary Advanced Commodities,1.047791,1522002808919.7402,0.002677
2012-11-01,Secondary Producer Price Index,Planetary Commodities,0.983163,210138847667.3895,-0.00013
2012-11-01,Secondary Producer Price Index,Planetary Refined Commodities,1.030684,2716191769256.0513,0.003067
2012-11-01,Secondary Producer Price Index,Planetary Specialized Commodities,1.050899,1383237932320.0283,0.002591
2012-11-01,Secondary Producer Price Index,Salvaged materials,1.044844,5622540385210.669,0.00928
2012-11-01,Secondary Producer Price Index,Starbase structures,0.992775,744987309021.421,-0.000198
2012-11-01,Secondary Producer Price Index,Station components,0.975322,8990664959.843,-8e-06
2012-11-01,Secondary Producer Price Index,Tech II construction components,0.960413,1302016358931.455,-0.001897
2012-11-01,Secondary Producer Price Index,Tech III Subsystem Components,0.934135,52020971314.6295,-0.000126
2012-12-01,Consumer Price Index,Ammo,1.05885,16704344454786.688,0.0025
2012-12-01,Consumer Price Index,Apparel,1.116643,505136029515.77,0.000149
2012-12-01,Consumer Price Index,Boosters,0.948935,305018885933.1464,-3.9e-05
2012-12-01,Consumer Price Index,Commodity,0.977308,86615733150.1732,-4e-06
2012-12-01,Consumer Price Index,Complimentary ships,1.318923,113070804524.5614,9.1e-05
2012-12-01,Consumer Price Index,Drone,1.100114,4735559021.9472,1e-06
2012-12-01,Consumer Price Index,Drones,1.049538,2952680013311.2314,0.000372
2012-12-01,Consumer Price Index,Faction Ships,1.050947,28525110715927.723,0.003696
2012-12-01,Consumer Price Index,Ice Products,0.978422,13122170874844.268,-0.00072
2012-12-01,Consumer Price Index,Implants,1.060109,36048695202545.02,0.005512
2012-12-01,Consumer Price Index,Insignias,1.011521,6562964572476.667,0.000192
2012-12-01,Consumer Price Index,Orbitals,1.05137,319097393342.5558,4.1e-05
2012-12-01,Consumer Price Index,POS Fuel,1.019063,9618511207731.266,0.000466
2012-12-01,Consumer Price Index,Planetary Infrastructure,1.00159,49619803831.7668,0.0
2012-12-01,Consumer Price Index,Scripts,1.226121,20179647898.5854,1.1e-05
2012-12-01,Consumer Price Index,Skills,1.005309,20832604901151.957,0.000281
2012-12-01,Consumer Price Index,Sovereignty Structures,0.93444,612419418600.1244,-0.000102
2012-12-01,Consumer Price Index,Starbase structures,1.048584,8205486175941.032,0.001014
2012-12-01,Consumer Price Index,Tech I Rigs,1.230211,11590120818290.523,0.006787
2012-12-01,Consumer Price Index,Tech I modules,1.086608,86393523987161.14,0.019033
2012-12-01,Consumer Price Index,Tech I ships,1.042103,55670141410123.164,0.005962
2012-12-01,Consumer Price Index,Tech II Rigs,1.098796,8119961918058.707,0.00204
2012-12-01,Consumer Price Index,Tech II modules,1.079775,24037188331885.004,0.004877
2012-12-01,Consumer Price Index,Tech II ships,1.004455,43346589646329.11,0.000491
2012-12-01,Consumer Price Index,Tech III ships,0.998017,7751306099788.978,-3.9e-05
2012-12-01,Consumer Price Index,Tech III subsystems,1.003791,11609028775325.016,0.000111
2012-12-01,Mineral Price Index,High-End Minerals,1.023802,6966088035778.031,0.006134
2012-12-01,Mineral Price Index,Low-End Minerals,1.032073,20061819933529.18,0.023806
2012-12-01,Primary Producer Price Index,Advanced Moon Materials,0.97354,8735065730132.772,-0.010521
2012-12-01,Primary Producer Price Index,Alloys & Compounds,1.047942,132708685331.898,0.000289
2012-12-01,Primary Producer Price Index,Blueprints,0.993974,10876879986.2984,-2e-06
2012-12-01,Primary Producer Price Index,Commodity,1.09802,252737051122.1213,0.001127
2012-12-01,Primary Producer Price Index,Datacores,0.858684,1039170067275.622,-0.006685
2012-12-01,Primary Producer Price Index,Decryptors,1.034954,678118549118.2688,0.001079
2012-12-01,Primary Producer Price Index,Hybrid polymers,0.994902,957045659743.112,-0.000222
2012-12-01,Primary Producer Price Index,Ice,0.989336,1132245906520.4697,-0.000549
2012-12-01,Primary Producer Price Index,Ore,1.035451,2206787088529.8853,0.003561
2012-12-01,Primary Producer Price Index,Planetary Processed Materials,1.063475,516119982623.2078,0.001491
2012-12-01,Primary Producer Price Index,Planetary Raw Materials,1.224275,36706650216.3398,0.000374
2012-12-01,Primary Producer Price Index,Planetary Refined Commodities,1.051265,324915114474.551,0.000758
2012-12-01,Primary Producer Price Index,Planetary Specialized Commodities,1.039285,245763449482.3885,0.000439
2012-12-01,Primary Producer Price Index,Processed Moon Materials,0.943671,1462799058640.0176,-0.003751
2012-12-01,Primary Producer Price Index,Raw Moon Materials,1.042741,3901972988522.472,0.007592
2012-12-01,Primary Producer Price Index,Reaction,1.380357,5792184967.4456,0.0001
2012-12-01,Primary Producer Price Index,Reactions,0.983595,31610261058.5904,-2.3e-05
2012-12-01,Primary Producer Price Index,Sleeper relics,0.953982,295981345858.6422,-0.00062
2012-12-01,Secondary Producer Price Index,Advanced Capital Construction Components,0.736748,10929178134.6689,-0.000101
2012-12-01,Secondary Producer Price Index,Ancient Salvaged Materials,0.994944,5241779404556.0205,-0.000934
2012-12-01,Secondary Producer Price Index,Blueprints,1.02099,6456682100744.501,0.004778
2012-12-01,Secondary Producer Price Index,Boosters,4.429981,36345855580.1691,0.004395
2012-12-01,Secondary Producer Price Index,Capital Ship Components,1.033773,440265529722.9961,0.000524
2012-12-01,Secondary Producer Price Index,Commodity,1.005733,1964414904742.9363,0.000397
2012-12-01,Secondary Producer Price Index,Planetary Advanced Commodities,1.007549,1498144474663.775,0.000398
2012-12-01,Secondary Producer Price Index,Planetary Commodities,0.932643,184073436281.3805,-0.000437
2012-12-01,Secondary Producer Price Index,Planetary Refined Commodities,1.050084,2770467610836.6865,0.004892
2012-12-01,Secondary Producer Price Index,Planetary Specialized Commodities,1.088455,1565584231997.8728,0.004883
2012-12-01,Secondary Producer Price Index,Salvaged materials,1.172793,6325840917806.753,0.038541
2012-12-01,Secondary Producer Price Index,Starbase structures,0.916683,646150266338.0685,-0.001898
2012-12-01,Secondary Producer Price Index,Station components,1.289099,19863081686.2061,0.000202
2012-12-01,Secondary Producer Price Index,Tech II construction components,1.003593,1153281152042.9695,0.000146
2012-12-01,Secondary Producer Price Index,Tech III Subsystem Components,1.051507,46467267986.2222,8.4e-05
2013-01-01,Consumer Price Index,Ammo,1.037039,21599899606486.617,0.001694
2013-01-01,Consumer Price Index,Apparel,0.982081,750672514935.8806,-2.8e-05
2013-01-01,Consumer Price Index,Boosters,0.909391,607429024096.7428,-0.000116
2013-01-01,Consumer Price Index,Commodity,0.231597,302668513127.2262,-0.000492
2013-01-01,Consumer Price Index,Complimentary ships,0.539568,479673396480.3856,-0.000467
2013-01-01,Consumer Price Index,Drone,0.863584,6469163876.1964,-1e-06
2013-01-01,Consumer Price Index,Drones,0.998534,5899550522084.156,-1.8e-05
2013-01-01,Consumer Price Index,Faction Ships,1.024009,35534690612273.24,0.001806
2013-01-01,Consumer Price Index,Ice Products,0.925286,13939359788847.338,-0.002205
2013-01-01,Consumer Price Index,Implants,1.028686,46070538891591.78,0.002798
2013-01-01,Consumer Price Index,Insignias,1.019066,7112641173863.369,0.000287
2013-01-01,Consumer Price Index,Orbitals,1.071235,346562956260.822,5.2e-05
2013-01-01,Consumer Price Index,POS Fuel,1.003028,10801522348259.154,6.9e-05
2013-01-01,Consumer Price Index,Planetary Infrastructure,0.949973,59148211824.0938,-6e-06
2013-01-01,Consumer Price Index,Scripts,1.006271,19225019941.3648,0.0
2013-01-01,Consumer Price Index,Skills,1.00899,25025167699758.004,0.000476
2013-01-01,Consumer Price Index,Sovereignty Structures,1.060725,212607206489.2252,2.7e-05
2013-01-01,Consumer Price Index,Starbase structures,1.022115,9630108209550.598,0.00045
2013-01-01,Consumer Price Index,Tech I Rigs,1.128483,16823875965626.033,0.004577
2013-01-01,Consumer Price Index,Tech I modules,1.010005,100179318022330.42,0.002122
2013-01-01,Consumer Price Index,Tech I ships,0.987771,64620862297775.0,-0.001673
2013-01-01,Consumer Price Index,Tech II Rigs,1.018456,9292621218630.844,0.000363
2013-01-01,Consumer Price Index,Tech II modules,1.051117,31457781986353.56,0.003405
2013-01-01,Consumer Price Index,Tech II ships,0.991911,49728657577438.3,-0.000851
2013-01-01,Consumer Price Index,Tech III ships,0.99662,8403733102457.316,-6e-05
2013-01-01,Consumer Price Index,Tech III subsystems,1.050238,13341459357849.662,0.001419
2013-01-01,Mineral Price Index,High-End Minerals,0.971067,7066346428368.976,-0.00737
2013-01-01,Mineral Price Index,Low-End Minerals,0.954027,20673261892549.01,-0.034261
2013-01-01,Primary Producer Price Index,Advanced Moon Materials,0.986388,9380267281927.559,-0.005186
2013-01-01,Primary Producer Price Index,Alloys & Compounds,0.981813,50560027166.1036,-3.7e-05
2013-01-01,Primary Producer Price Index,Blueprints,0.985071,14203434332.5148,-8e-06
2013-01-01,Primary Producer Price Index,Commodity,1.025438,289648503347.1285,0.000299
2013-01-01,Primary Producer Price Index,Datacores,1.014039,1196467402006.5,0.000682
2013-01-01,Primary Producer Price Index,Decryptors,1.055156,822425166906.0072,0.001842
2013-01-01,Primary Producer Price Index,Hybrid polymers,0.83827,887819282792.85,-0.005832
2013-01-01,Primary Producer Price Index,Ice,0.998021,1344606985172.9058,-0.000108
2013-01-01,Primary Producer Price Index,Ore,0.952965,2795436954962.097,-0.005341
