history_date,region_id,region_name,exports,exports_m3,imports,imports_m3,npc_bounties,total_destroyed,total_production,trade_value,mining_value,moon_mining_value,loyalty_points
2022-09-01,10000028,Molden Heath,29103989277663.633,34218969844.8355,31291227887958.65,34889625767.048096,80536611292.0,197734881341.29,223637747379.8927,426656766245.7699,145135355895.16302,9447251.0,
2022-09-01,10000027,Etherium Reach,98740707698637.62,197264968649.9881,108996627708400.92,212962547295.89737,574847927332.0,383435027059.43,612608855829.2072,263826200981.09,274147436413.8217,66407389.0,
2022-09-01,10000025,Immensea,114749032489289.6,317977904890.4246,68189296667460.22,182070101600.1139,341080363233.0,168744873066.51,195611584911.1783,454015615525.7501,90364642399.38004,20413781.0,
2022-09-01,10000023,Pure Blind,29157694272306.44,29504834612.1214,44906229269520.63,52740602001.077194,683534213600.0,830585759626.48,1584628891534.0952,1018942541299.4,116782158175.92444,22662922.0,
2022-09-01,10000022,Stain,11997497459959.451,12098633923.4347,10548114679351.09,12969714306.0322,235490782341.0,282021002121.95,526034624395.2249,151301203774.43997,61830288602.187904,21435249.0,
2022-09-01,10000021,Outer Passage,4586717754834.343,6063137037.0501995,2675553470240.4873,3494650624.8792,34046528639.0,11794450890.22,0.0,656220520.8,11945432901.089,0.0,
2022-09-01,10000020,Tash-Murkon,47951072113742.47,70743468549.0072,48090565957259.8,70717925150.68001,128505773421.0,214891864495.6,694786744480.318,2998465006857.5293,186157142589.83945,26273372.0,
2022-09-01,10000068,Verge Vendor,36562242399096.1,56770711453.179794,36104249362595.125,56852929231.1539,72414269595.0,108069520488.48,455445342962.657,1655589691739.2292,106503897281.57938,27755864.0,
2022-09-01,10000016,Lonetrek,274285346725507.84,345252785559.2496,269235304329853.72,346114026745.0651,421841409837.0,1272841762252.66,6497044314685.271,15444091703097.262,432386428517.4292,78371533.0,
2022-09-01,10000015,Venal,21947311517395.426,18568058850.5744,16161350547073.908,18404776837.9499,588836351295.0,252359430954.95,40529906449.0637,124966894812.03,131420772139.82996,18456720.0,
2022-09-01,10000014,Catch,73853712756097.23,165003324191.6181,43843123591848.71,69547746685.024,668623668791.0,571971013606.7,520380390736.0412,68191050461.46,155798338294.55978,39944389.0,
2022-09-01,10000013,Malpais,57853976383236.32,108068844715.7211,66837784968192.375,154781515718.1271,963908598395.0,159384505601.28,2901952168454.5073,232615917914.13,325544461171.7953,67934756.0,
2022-09-01,10000012,Curse,16711053642466.176,17575153035.1651,15932186898168.8,18239203658.4196,65818491249.0,240768860549.61,90551009840.9286,52540103249.51001,32014252022.250813,4163848.0,
2022-09-01,10000011,Great Wildlands,39414182212641.266,34349592506.136,34202374139687.465,32680871030.6632,48548841607.0,138066657778.69,137171082706.7903,32286403626.73,95393959644.214,24586733.0,
2022-09-01,10000010,Tribute,44519397128056.36,66491394383.6281,43076333651324.13,48403588199.6413,868981389092.0,438947975886.71,4397051550104.771,13414930972.93,103285256677.3322,39979048.0,
2022-09-01,10000009,Insmother,85623902976928.38,201890691969.395,84479634638498.97,205584705276.08853,809206240284.0,407170149771.37,2671149811172.312,2885763279762.7305,390236458557.84216,113118506.0,
2022-09-01,10000008,Scalding Pass,19851249563959.004,22098507230.7094,23315244543780.695,20984911114.1011,230150384731.0,144621511893.85,785200982335.1357,16487611984.96,149102065855.67548,38545313.0,
2022-09-01,10000007,Cache,6973081812535.287,11136478810.2995,6905642804629.526,11492516539.7495,245781576851.0,72068663083.34,14237164576.0029,183000000.0,57899073358.20138,17465400.0,
2022-09-01,10000006,Wicked Creek,73359759308501.61,187441113443.7251,73425122070841.16,188446261130.5091,240269252942.0,70101085239.31,340503466726.8779,17300843874.76,115207037526.80328,39611559.0,
2022-09-01,10000005,Detorid,99261901450279.0,246738181988.4681,87086767926362.8,205906456816.88568,705132599536.0,228345332073.81,915032436347.9924,27949452886.7,178550265464.20657,64629545.0,
2022-09-01,10000003,Vale of the Silent,50140280102258.43,58901786392.559296,52492753515224.08,66984873974.5076,1976058272081.0,1383183985281.23,11621793177106.89,4164864835629.9297,648075077736.3202,211841053.0,
2022-09-01,10000002,The Forge,379008715889947.5,481712939182.83344,413793963653363.7,483071751818.182,348515032160.0,1807185383677.66,18108699611790.594,428347075478897.0,525017541649.82794,36350298.0,
2022-09-01,10000001,Derelik,95760897221851.12,160726191450.9781,110790787277254.14,180892865740.8414,52767745248.0,885891454064.21,947566594617.9886,1595053240412.2302,242359247542.21783,23386973.0,
2022-09-01,10000070,Pochven,23604929078954.977,4928399484.3217,27778135654516.35,7726234960.1964,8850382.0,1709991114156.08,35746267973.3772,148532725648.97,59380357602.33734,3098.0,
2022-09-01,10000034,The Kalevala Expanse,80372206381752.14,115694426506.5812,76044397676181.66,104292285770.97968,896095609076.0,306816011396.57,2054113703183.447,35424466807.0,340791639647.79315,94887332.0,
2022-09-01,10000035,Deklein,9368679162301.676,11375872203.879,12376257438049.834,10718862906.6752,682910237741.0,270417456625.9,531654043108.3004,35221695349.89,114638351607.31886,15955643.0,
2022-09-01,10000018,The Spire,10965125725654.422,16787198371.235,9846841406257.775,17356480037.4655,344858662069.0,87978483468.93,49716964688.5925,6460587801.0,123389224555.42088,19599590.0,
2022-09-01,10000037,Everyshore,46505283943175.62,85378965607.0347,47221537943542.36,86024244939.5063,104841225666.0,207987473379.73,948551603098.052,1671088113069.1,249735542932.65,24615885.0,
2022-09-01,10000036,Devoid,80547143299277.61,136027561455.8645,89417080689461.5,139109957250.4315,34875349260.0,200789818032.3,140836423406.9642,716797317062.9401,127891942968.4792,7982645.0,
2022-09-01,10000066,Perrigen Falls,62361221934976.17,104808192892.1533,100767919848290.4,208600197237.87927,1356383792230.0,761617716761.04,2383263407567.4927,6513497050689.991,258796266900.20023,102537786.0,
2022-09-01,10000065,Kor-Azor,77086729310428.78,82366813537.4547,74539468615690.45,82533365633.9354,91508489337.0,134050453124.79,192432146996.2893,1357534311549.7,142041840586.4765,11683950.0,
2022-09-01,10000064,Essence,246086860455416.12,364217233422.21545,241669686898195.7,365346049712.1393,96250251883.0,581212773657.15,842667804698.3019,3644253427954.9194,240935432853.38635,88890664.0,
2022-09-01,10000063,Period Basis,25020710455328.605,18064206025.9659,15389423201969.36,19205346084.343903,601637727248.0,235305331976.59,178090591718.8902,40441357166.18,64189986106.41869,20570866.0,
2022-09-01,10000062,Omist,4014679716300.278,4551598766.6355,4478752946834.888,5897414427.2435,459935205371.0,101030239770.8,38133039562.9646,17783847404.0,41085378561.31859,8400905.0,
2022-09-01,10000061,Tenerifis,64542403821118.734,181923755896.4778,69552157031484.61,186389487203.0646,740986078426.0,417508232606.63,291789012637.8449,108074741804.85,94673845196.58205,19701734.0,
2022-09-01,10000060,Delve,88351981418529.84,128512548303.983,106218740797858.56,193048995323.4913,1681114190855.0,1116270530982.61,12362715259392.668,11999703781650.182,505081789669.8805,206723052.0,
2022-09-01,10000059,Paragon Soul,9100662019907.172,9132320169.2834,9855622410214.889,8776590728.8164,333708203878.0,155694365498.61,345782039812.822,0.0,31639234360.159218,4917819.0,
2022-09-01,10000058,Fountain,27347428205689.645,41132049307.1929,43821795962498.98,86587579276.8376,1418975888086.0,469754044430.8,2012983268145.9136,2224548629349.5195,377863182389.0218,78276566.0,
2022-09-01,10000057,Outer Ring,10395922856817.3,13202221022.588,11499478677030.473,13575487342.8395,74871748492.0,63818054374.48,143782961905.7429,166299837171.06,63113770541.43477,23294828.0,
2022-09-01,10000056,Feythabolis,7065584418392.029,5218510386.493,6838526670074.6,6448201687.7525,212826880423.0,288740825894.33,27757281238.0998,578954556.0,53831841408.69432,8754139.0,
2022-09-01,10000055,Branch,5972994479922.44,6779399010.009399,4457853522226.0,4836637818.5034,651733352908.0,233232182297.39,543914823887.5302,84027823295.86,219761119528.678,52731619.0,
2022-09-01,10000054,Aridia,13427664126872.598,15476508597.7844,13154392058841.074,16650936291.22,70285196633.0,425590669031.41,232061938962.4288,1307067147429.08,304028279749.465,7363913.0,
2022-09-01,10000053,Cobalt Edge,5345355083722.975,5003613091.0925,3378620300748.0996,4759602212.899,234702903786.0,108311834470.57,544244821983.0271,18210381437.55,145103196788.2783,42783217.0,
2022-09-01,10000067,Genesis,186188541967934.03,252099605078.9541,187394327422105.25,257959516078.0615,163121908589.0,1295454782108.04,575877155641.6812,1909345044904.44,325667810489.9019,92818007.0,
2022-09-01,10000051,Cloud Ring,21037346673165.047,31751979004.0208,21333016608131.54,30901269577.145,195629887767.0,284567521371.82,3481108566402.35,34786088067.10999,67272587428.81791,11684611.0,
2022-09-01,10000038,The Bleak Lands,39122398505130.5,54462140116.5353,45684466346122.85,54560842765.8706,10601433668.0,556056773650.82,743369117201.3141,76118950372.8,123284590625.43864,69130065.0,
2022-09-01,10000039,Esoteria,13118371558811.568,12383100285.5394,14718613507296.818,12349885214.4684,525025259440.0,583022318381.61,786695562856.1917,781050827242.1001,97680275629.88458,25186466.0,
2022-09-01,10000040,Oasa,12122652913839.06,22062727450.4257,15285434147700.488,18739841506.5679,280601485210.0,84779195404.27,857557010660.7372,0.0,96356474619.03268,28035514.0,
2022-09-01,10000041,Syndicate,15115687767202.057,15659875198.116,14951634282526.473,15182631012.0915,142637275573.0,224073492439.86,813795930078.184,558062856406.9698,124069934052.23505,38291356.0,
2022-09-01,10000052,Kador,60174962104457.14,61410136897.567795,54199190051204.766,55713496317.534096,130830533339.0,141106003480.18,726796533176.158,1092500475535.66,228309581534.6879,66538207.0,
2022-09-01,10000043,Domain,128255572584294.56,187767357928.8568,132876616095941.52,187344933466.4989,199547138612.0,506269352216.23,2506427714711.3203,33761429393436.312,418723433846.6286,149856614.0,
2022-09-01,10000042,Metropolis,231887273075619.4,300193872405.7032,217081867096437.47,297836299589.8458,808530226787.0,691184933153.08,1220099093396.2695,7187090203990.001,439223161182.35846,87004252.0,
2022-09-01,10000045,Tenal,6165559643232.0205,5241150347.9425,4949249977025.22,6342381391.086201,465499771708.0,110900761379.08,136960056582.6936,4776270900.0,113954791923.48058,33483001.0,
2022-09-01,10000046,Fade,20239128199383.77,23333075992.1787,22136746008101.33,23315555047.9322,317974290116.0,270943812744.12,1529699642142.9055,445862466226.85,41210473373.33968,11300056.0,
2022-09-01,10000047,Providence,48637953837686.71,42282111653.052,18166707368057.69,24410685331.2625,330540727673.0,268886655154.67,1350845582756.9795,92025900206.97,90684904712.51463,19945963.0,
2022-09-01,10000048,Placid,58664382953045.01,61705821149.2592,46972670435723.11,59942553947.5861,50449847951.0,342325023971.89,1733071862180.2854,716774814500.2899,248724060314.68655,45242429.0,
2022-09-01,10000049,Khanid,70918849649591.72,67076875705.1402,60646194994607.37,64984621602.6092,32083080884.0,111203315489.73,61228002158.9752,631758353470.9102,110149487779.34624,32179734.0,
2022-09-01,10000050,Querious,102644128886269.64,198622573378.9724,112466621748395.23,180718787321.1244,1331787102005.0,633515117342.86,795457346277.9707,86458949750.13002,102906019862.34302,40017472.0,
2022-09-01,10000044,Solitude,15370755104433.014,16242795810.2725,15982302499217.297,16195659680.0535,23516075450.0,70473802607.42,170405983306.4145,91298859255.10004,161918004801.04318,4410769.0,
2022-10-01,10000023,Pure Blind,30439645627718.184,41117154391.4531,30432277586207.777,34292608172.1114,911070016864.0,1149730589599.77,1682142219869.927,916856606163.67,217688203404.15436,40282033.0,268796170.0
2022-10-01,10000025,Immensea,6733897109728.859,9262008305.9259,7112411879834.652,9170680523.4261,394770164508.0,196474530377.22,291256589804.5907,102704761705.41998,142693200649.4917,36888549.0,0.0
2022-10-01,10000027,Etherium Reach,46227394965310.96,42276051989.897606,42830028018356.3,38101718977.8574,619420995151.0,342019099667.72,729616345108.8759,272651626902.82,390958656208.19794,79203668.0,0.0
2022-10-01,10000028,Molden Heath,27511138991691.484,30693338851.8875,27669449345931.887,32286681410.7815,93440394881.0,197414852079.98,269587036567.3036,698568837567.08,240507083846.8461,15766918.0,282717824.0
2022-10-01,10000029,Geminate,41039545062743.22,41463131187.4915,49373156983655.31,42435848692.4467,576805006376.0,328701566012.94,336030963389.869,5218165224.04,142428784485.7854,45634721.0,0.0
2022-10-01,10000036,Devoid,88483444247274.23,135817903319.0808,92879236387693.44,137090882120.0248,52636399386.0,519739680166.49,147663439674.74,789100623600.69,93334703255.93623,7734103.0,140820189.0
2022-10-01,10000031,Impass,1962649838992.951,1470709364.1095,1735194411174.8423,1498002623.0725,362642745284.0,38492956112.54,0.0,0.0,38960306789.83692,10314481.0,0.0
2022-10-01,10000032,Sinq Laison,243431953968933.53,306766624822.6409,239415195267991.53,309732076850.0757,280629423194.0,1059730999369.67,3030066677696.5737,12918801995041.52,522670803538.4354,106521911.0,232096339.0
2022-10-01,10000033,The Citadel,336268660581524.5,444975486244.6931,333265560311017.94,440379650432.3428,266326244097.0,1509450040570.37,4445568065695.579,3851564988217.41,342622178781.226,130519646.0,170021386.0
2022-10-01,10000034,The Kalevala Expanse,78433305302385.61,112280734073.3609,70805080260681.06,95836398047.4672,1230249068715.0,527181236411.28,2080760889317.723,43117075071.35999,522560661992.20233,121578764.0,0.0
2022-10-01,10000035,Deklein,10421739740167.576,11588492261.252,9653679181054.752,10670694024.2342,757096689839.0,274123328932.99,673903130198.6876,45671485436.920006,184606408847.1007,34838022.0,0.0
2022-10-01,10000022,Stain,7719189655002.185,6852507879.4212,7635425395532.234,7186727454.0922,302765270139.0,290237938212.02,398386370014.9056,96598001111.59,63763314753.02699,28177015.0,432730340.0
2022-10-01,10000030,Heimatar,175207002028362.28,241005306676.06735,172850110753003.97,242419878979.7549,170462168723.0,590963342630.42,3891328283012.608,6707941080897.201,268373746665.0379,38225406.0,195915986.0
2022-10-01,10000021,Outer Passage,2973544052922.8823,3639548155.633,3376149627304.673,4613388136.0145,81403597699.0,60496638425.75,1556630655.8585,0.0,69140540113.56401,19814759.0,0.0
2022-10-01,10000012,Curse,9428297441413.385,8042265475.7265,8019882970564.393,8306395653.8179,85259194604.0,288303049581.28,70355245877.3574,43312815179.32,40984833314.16059,5430312.0,259526162.0
2022-10-01,10000018,The Spire,11613571240816.24,11328513429.6229,11010117001271.023,10786469684.3916,334304821287.0,81793113252.43,96261850900.3065,5104582000.0,252766732586.82703,41515562.0,0.0
2022-10-01,10000016,Lonetrek,279555482265968.75,346966108184.9961,280407489543648.75,342611200853.7484,469139874683.0,1370666528860.74,7721920894707.54,17297707861280.965,619333688760.1125,93160912.0,987722107.0
2022-10-01,10000015,Venal,21088138952728.92,20731235654.6841,17988886490262.79,20568616026.2701,669074212778.0,259704911076.02,33835704337.4209,104166160141.39,185780159131.2097,26377643.0,1664921825.0
2022-10-01,10000014,Catch,18371560470302.4,25323990303.3547,17619764993490.945,21608002389.8353,685747701022.0,322522517284.14,510628495164.1567,56691486967.63999,188505435223.69415,39947029.0,0.0
2022-10-01,10000013,Malpais,35855674820355.195,48050383975.514,34241225890543.777,47471660109.8647,975389195496.0,231240661438.04,2848727368715.998,293248348961.03,532070105668.79456,164514781.0,0.0
2022-10-01,10000011,Great Wildlands,24193987485354.41,19640002217.468,24624800341551.84,20455839628.1715,44630802374.0,122667085243.72,144554069673.0975,28883303643.1,131727436693.89848,34190655.0,3623881.0
2022-10-01,10000010,Tribute,40320963145235.32,75969404925.4238,38798638016677.17,69322631689.81241,1003803856149.0,575418127005.42,3073086566246.472,38067285932.52,170594274747.4671,95679543.0,0.0
2022-10-01,10000009,Insmother,29028445371439.652,29134218769.8513,29147642806065.18,28281473560.8828,787308453673.0,596575359856.63,2322078563748.9785,2853554223990.3594,479637164613.4347,118808341.0,0.0
2022-10-01,10000008,Scalding Pass,14490758095577.916,14336385804.069698,16572134851163.322,14172987678.4845,206895007115.0,155413439799.19,858125288560.9828,11051959137.38,204307323736.11948,44472132.0,0.0
2022-10-01,10000007,Cache,10374835119844.06,8244233599.7986,10064872169297.447,8175829873.666901,226034808335.0,80865662284.92,14586742479.2506,476720000.0,72256698274.1955,21353518.0,0.0
2022-10-01,10000006,Wicked Creek,21655633451383.04,18815244628.0125,20202085833246.668,18319396701.0615,219792326252.0,81376116202.63,323694277224.8118,26482970695.37,152360411772.90433,48785864.0,0.0
2022-10-01,10000005,Detorid,22300883021224.66,25279809316.8307,15193860236488.145,20516523751.224,518307731530.0,173455213672.75,866942142535.2561,4047401865.6,258652845865.52017,81827776.0,0.0
2022-10-01,10000003,Vale of the Silent,54751245565535.37,78920521333.5108,56773460382128.14,91142355744.0052,3005690984417.0,1092885351736.15,13163494912403.582,4698287689971.601,728759982972.2344,306635471.0,0.0
2022-10-01,10000020,Tash-Murkon,61867411735505.49,71174055123.2023,50964668252058.57,72094734486.7687,159301587387.0,186877847296.73,719560047774.3759,3129624896979.89,262400697959.5589,27682904.0,96106070.0
2022-10-01,10000038,The Bleak Lands,38698654488324.336,37106902169.3146,35829607051373.04,36470698450.5979,21326913523.0,265329866902.07,499355041169.4618,120231199793.2,74950124744.7159,77645303.0,215341501.0
2022-10-01,10000070,Pochven,19844280523659.4,3982103472.2735,25259323652854.543,6811197177.1094,14492252.0,1650850247681.89,14354217461.0048,123660835577.02998,143267629503.5406,11110.0,0.0
2022-10-01,10000040,Oasa,17733236180748.098,23689981505.295403,18467105724460.7,20237513416.0701,302895627002.0,110762250135.14,1009317854045.4824,0.0,164152270129.81003,41241049.0,0.0
2022-10-01,10000002,The Forge,377403521474319.75,468790738813.0356,413066129611275.4,468614900102.0083,386860762317.0,2254217719874.12,18264937975404.938,411067731256694.0,705183935211.3529,44185573.0,248029248.0
2022-10-01,10000069,Black Rise,44654119776501.06,46128939773.6372,39574314801001.4,43278978954.5635,46295126027.0,386353188161.56,1221405429870.1167,239936341797.25003,215362410152.687,23015133.0,201548940.0
2022-10-01,10000068,Verge Vendor,40826617768140.516,51519636755.8292,39899381703619.24,51370531165.2361,85062848535.0,229875670594.22,524922582406.7559,1756058853315.56,157630259108.24515,42470103.0,97089206.0
2022-10-01,10000067,Genesis,175439357198907.0,247694309803.3821,183477110678261.4,250063924873.8964,178982689466.0,907193457364.88,668391460608.8638,2186442834435.6597,386246371307.41113,97728604.0,140937569.0
2022-10-01,10000066,Perrigen Falls,71613816723271.88,113671017228.0094,88491741986102.39,143610836686.4221,1929978029089.0,736557225912.32,2973558474135.0654,8292458558234.22,451180536027.3696,220451491.0,0.0
2022-10-01,10000065,Kor-Azor,85682485506651.17,86782441607.2755,88528808480555.75,89587167895.91069,110640837256.0,174818282569.92,152018949487.3832,1480250462569.66,188644292242.0501,19925444.0,23302198.0
2022-10-01,10000064,Essence,232514338945392.25,344439454007.2614,227276959587860.62,345074782962.9758,102305700024.0,702475228657.75,954762752622.4084,3664784396661.95,313210387199.2316,126669805.0,203437117.0
2022-10-01,10000063,Period Basis,8545448761554.178,6494376377.7485,9045097342920.56,6468680465.9275,778671120261.0,224194624945.67,185959751601.7541,47519503995.84001,44821499033.13426,9903633.0,0.0
2022-10-01,10000062,Omist,5091751063164.696,4943604167.111,4799572248217.968,5007276670.632999,548850063269.0,159096742133.34,27523692698.1782,19152241446.6,67962024408.29096,11932312.0,0.0
2022-10-01,10000061,Tenerifis,11075709251923.545,11174729947.337,13144241832883.44,13688779131.8605,797347213608.0,401842706944.96,298529672161.8335,159910721217.83,166790358021.91846,37304131.0,0.0
2022-10-01,10000060,Delve,61747773500784.71,56826088543.7874,62258483444564.055,62762399616.20631,2311288605687.0,1718508518204.84,13435377201171.871,15612182442766.182,713794496533.5854,297038768.0,455261152.0
2022-10-01,10000059,Paragon Soul,7673346333951.794,7113345294.011499,7493467853191.335,5886865826.3456,268795477019.0,91894336981.14,303313814567.3512,3768740111.0,44698823010.2222,13172897.0,0.0
2022-10-01,10000058,Fountain,31807470752478.35,32536274800.8178,22775339312201.105,24574139649.7611,1572343344737.0,598153145820.02,2205038910185.751,2551017603874.9907,436818900233.10736,116084169.0,131044126.0
2022-10-01,10000057,Outer Ring,7896795581071.721,5825370752.7279,15221507456238.637,6452952796.0194,73809246026.0,48074696237.08,193473594664.1667,313698492993.61005,69263057539.15308,24603977.0,10125949.0
2022-10-01,10000039,Esoteria,9958785703445.72,9593181893.3839,10370565025368.52,9798945478.6299,550284459379.0,300198429879.36,1104238003978.5457,844570534127.1602,134832639131.18909,39334546.0,0.0
2022-10-01,10000056,Feythabolis,5926324870927.026,5391534563.15,6898645549884.375,7704137637.941999,308362285746.0,627404084339.57,43936662301.7206,14258627167.7,87839879544.46408,21451983.0,0.0
2022-10-01,10000054,Aridia,15322435652033.398,16943447790.895,16318200870963.729,26922786596.5546,72612276779.0,202678041625.51,164725118012.0019,1474391921855.3596,418482001686.6542,29202631.0,316010839.0
2022-10-01,10000053,Cobalt Edge,4082399740868.0938,4189090935.089,3589167072413.3457,3547286501.9625,255551190220.0,93365160479.65,721512186811.287,20898610196.18,211539799653.1921,54561411.0,0.0
2022-10-01,10000052,Kador,70775212464060.34,68425157512.152695,66293802728363.84,69569860323.13051,171476109825.0,277464507148.83,859642715511.5938,1005233267202.9496,300880212577.9129,85086432.0,92985869.0
2022-10-01,10000051,Cloud Ring,20539006352071.32,19867238495.6144,22232928777852.617,18730694004.3307,166465567972.0,274053822884.57,4082147328890.333,41771538433.6,115158201083.22244,11081674.0,0.0
2022-10-01,10000050,Querious,63407817954756.4,68371570584.468506,69718176450307.01,60353043964.3427,1419055382366.0,515209554807.3,650709568220.2843,74078289785.31,209005188748.34445,75390885.0,0.0
2022-10-01,10000049,Khanid,79876567895002.3,68805765076.2806,73846672529234.56,67639259628.4994,60643105825.0,243034275979.53,76987558030.84,739250826333.8,199428247560.13705,51172539.0,13025961.0
2022-10-01,10000048,Placid,52363323246161.016,57071377423.8433,52690382707793.01,57983480510.8516,62416924809.0,608742608007.84,1751952314708.3396,733749073821.6001,316693104441.7947,65047612.0,852496790.0
2022-10-01,10000047,Providence,19480978049225.508,25060450071.0854,17410462903342.43,20905987616.5971,378808861028.0,282105083927.46,1187783757728.24,93717253306.34,92848582276.71916,24388498.0,0.0
2022-10-01,10000046,Fade,20153608771304.266,20595571168.0119,21746924268123.445,21748787586.2342,510760754079.0,339955679780.63,1738282338570.2278,572928190226.46,43452545962.758385,15050390.0,0.0
2022-10-01,10000045,Tenal,5788035183568.417,5976129419.7814,5159093881222.734,6248186438.1309,447572111690.0,121474666388.46,62379952070.194,4296528620.4,112026424076.37462,41815688.0,0.0
2022-10-01,10000044,Solitude,17975905641913.42,15265070262.6258,19336771851842.516,15970997454.6438,33595109652.0,120140284080.64,145814104284.9199,144466781926.86,207889642260.57196,7182603.0,4018468.0
2022-10-01,10000043,Domain,150266955075836.72,204621328062.6202,154763646911235.75,199126292755.92072,273164139057.0,884084149981.47,2739263451368.777,37342390003364.86,608205773766.3358,234506322.0,133088057.0
2022-10-01,10000042,Metropolis,225593536611844.5,284158556980.118,212767766292366.72,284364447137.8136,979822436297.0,1465450422436.98,1463998233054.9658,8797337799033.188,623502205879.8402,145969779.0,1287415762.0
2022-10-01,10000041,Syndicate,16629552991204.596,14658370760.6726,16632819167463.023,14595036899.8633,140065445882.0,311507766696.43,1011801649732.7196,449558098153.4302,143329834284.35663,36094680.0,165958647.0
2022-10-01,10000055,Branch,5938081991241.215,7027608795.6342,4917116064458.79,5665660510.1434,749025329330.0,192755394441.7,730158923756.9093,123041495278.4,188844349004.62677,44776694.0,0.0
2022-10-01,10000001,Derelik,106628728729270.8,149466632292.51718,92481912981226.06,155223039390.43698,82357711978.0,611646691520.04,913689339041.7725,1747598213308.4,259625499271.9544,16182950.0,36738001.0
2022-10-01,10000037,Everyshore,41552361277338.23,81821319576.487,39834258553659.49,81593620897.1075,136629659787.0,151354903859.88,806807096079.5403,1686772698865.0396,341040307341.4706,28236339.0,110453738.0
2022-11-01,10000037,Everyshore,39933833202391.7,60641592064.813095,35834993582760.12,59252915736.71819,147784590048.0,125334248408.63,800490265512.7057,2355598529340.24,425193376085.67426,32385453.0,140597517.0
2022-11-01,10000036,Devoid,74161832925630.5,106350982101.5869,67700709817707.016,106794771067.1224,43644532854.0,524660936068.64,119717442699.235,1039804468331.14,117805778972.03345,17564830.0,51068130.0
2022-11-01,10000035,Deklein,11439111075422.27,14163628089.66,11760515458455.977,14674873750.903002,1178403195347.0,372450646699.9,730216913079.0865,72955417052.31999,266100530150.8896,33727729.0,0.0
2022-11-01,10000034,The Kalevala Expanse,89472598347347.9,117364675062.2554,72935207203023.11,90066758346.6248,2113867120705.0,635065083343.65,2643311121488.565,42210690242.02,949567388030.919,177095692.0,0.0
2022-11-01,10000033,The Citadel,284807292143804.75,375870725183.9926,297647161570758.94,377540293410.2432,289899427430.0,1360962283730.47,6098253761159.582,4361403125123.099,401454573606.7813,152525932.0,182170489.0
2022-11-01,10000032,Sinq Laison,198422214019162.56,240556763883.9636,208188908540760.88,243618068762.1775,299852331236.0,1020092288255.7,3392954024857.439,15533287134996.904,640001691957.6727,133170878.0,246741030.0
2022-11-01,10000031,Impass,2131583243227.3003,1594787198.332,3531490318954.483,1722267608.537,409431789339.0,66955792590.86,0.0,0.0,51858934471.10514,11669211.0,0.0
2022-11-01,10000030,Heimatar,143495964799491.22,211384384743.0312,151878354494899.75,213622555791.1284,179814346825.0,443854976341.95,6142552822802.051,8842548329736.77,315542172534.54346,49571729.0,229351798.0
2022-11-01,10000029,Geminate,39805423762210.06,35725909019.461,38967311796300.89,36230588927.307,878548891003.0,375988553099.89,696936670247.7454,2723589755.8,159321058094.45898,38314643.0,0.0
2022-11-01,10000028,Molden Heath,26136521307926.605,30306654704.7169,26093944645498.414,30206629549.6752,85544897621.0,293776295374.65,329543657375.0842,754948351928.4302,218001601335.8794,8642045.0,225206415.0
2022-11-01,10000027,Etherium Reach,37784416964668.82,38265822786.691,35664222819586.266,37144593697.279495,728000951919.0,375064672623.1,828613203613.0442,435671563116.25,567403409591.3756,103127480.0,0.0
2022-11-01,10000025,Immensea,12017320336406.82,11511878936.6541,10161018530660.164,10754590141.4756,495872806851.0,283743096996.99,264330717548.739,192058636291.15997,181141363811.2732,55496426.0,0.0
2022-11-01,10000023,Pure Blind,46558756818548.33,33381912191.383,28787227592242.07,28554655984.5902,972075140915.0,1156428103361.66,1872920923361.4043,1271009566867.6,200800808805.7245,41479608.0,313659207.0
2022-11-01,10000022,Stain,9411237927152.988,8621402272.371601,8453513081368.026,7913075595.8996,336223546167.0,512949103859.73,707763533345.909,147288159943.41003,92202315639.00111,36048330.0,525324197.0
2022-11-01,10000021,Outer Passage,2943976308312.717,3000666822.8849,3272172275483.744,3560740956.9122,178306155411.0,76391964302.5,12919239957.1312,0.0,107163391137.02426,24221045.0,0.0
2022-11-01,10000020,Tash-Murkon,44392051776812.07,54317350176.2468,44632201143772.586,53247624610.3722,147933857143.0,146113030342.01,748893713000.945,2773994917482.6895,287529960358.5505,29500934.0,100073848.0
2022-11-01,10000018,The Spire,5182283875813.252,4892064134.8675,5002765585831.03,4749965799.2655,380620690387.0,116828882866.32,152549396013.8559,2993096020.0,261522299521.94836,22016330.0,0.0
2022-11-01,10000016,Lonetrek,252623087674600.62,276716601015.7157,256842511588197.84,278056422454.0039,505864213261.0,1378544034101.4,7396143805011.353,20437613222184.715,679533692997.1224,100376516.0,939247128.0
2022-11-01,10000015,Venal,18831591278770.055,21055136528.200096,15124702465141.04,22020393540.832,637135584715.0,371447211452.69,52864019709.6568,161660947840.87003,221013090708.88165,24357251.0,1647891942.0
2022-11-01,10000014,Catch,18834037498078.113,21867850085.1986,23594778070961.055,22718457314.3693,990289958825.0,465996039299.89,1124741075242.3767,89546605454.66998,230562057400.00708,48510304.0,0.0
2022-11-01,10000013,Malpais,27540786399488.336,38129168079.6704,25484857504664.15,33069691651.1891,1363420651233.0,222248384611.91,3288436721311.194,427095382637.66,708233956334.7798,136379764.0,0.0
