history_date,entry_id,entry_name,entry_sink_value,entry_faucet_value
2021-04-01,-66.0,Structure Module (Market),-51400000000.0,10400000000.0
2021-04-01,-41.0,Planetary Industry (Market),-394619133.9,0.0
2021-04-01,-22.0,Deployable (Market),0.0,50000000.0
2021-04-01,-17.0,Commodity (Market),-15574076348.73,985104243715.23
2021-04-01,-16.0,Skill (Market),-70832303520.0,0.0
2021-04-01,-9.0,Blueprint (Market),-92862545494.0,0.0
2021-04-01,13.0,Office Rental Fee,-13488287818.0,0.0
2021-04-01,15.0,Repair Bill,-4035131398.0,4319.0
2021-04-01,19.0,Insurance,-78283636592.0,185240176527.0
2021-04-01,26.0,LP Store,-226982660000.0,0.0
2021-04-01,27.0,Agent Location Services,-44940000.0,0.0
2021-04-01,33.0,Agent Mission Reward,-259763076.0,105412529982.0
2021-04-01,35.0,CSPA,-64176627.0,0.0
2021-04-01,39.0,Corporation Registration Fee,-849493800.0,692713400.0
2021-04-01,40.0,Corporation Logo Change Cost,-2900.0,0.0
2021-04-01,41.0,Release Of Impounded Property,-125883323.0,0.0
2021-04-01,46.0,Brokers Fee,-446104816182.0,0.0
2021-04-01,48.0,Alliance Registration Fee,-2000000000.0,1000000000.0
2021-04-01,49.0,War Fee,-5600000000.0,0.0
2021-04-01,50.0,Alliance Maintainance Fee,-394000000.0,0.0
2021-04-01,51.0,Contraband Fine,-1926000.0,0.0
2021-04-01,54.0,Transaction Tax,-610116101737.0,0.0
2021-04-01,55.0,Jump Clone Installation Fee,-1350000000.0,0.0
2021-04-01,56.0,Manufacturing,-103421045319.0,0.0
2021-04-01,57.0,Researching Technology,-1276204524.0,0.0
2021-04-01,58.0,Researching Time Productivity,-10984880518.0,0.0
2021-04-01,59.0,Researching Material Productivity,-21505234909.0,0.0
2021-04-01,60.0,Copying,-2416082617.0,0.0
2021-04-01,72.0,Contract Brokers Fee,-15209850842.0,0.0
2021-04-01,73.0,Contract Sales Tax,-6053678672.0,0.0
2021-04-01,80.0,Contract Brokers Fee (corp),-3044183536.0,0.0
2021-04-01,85.0,Bounty Prizes,0.0,726139180016.0
2021-04-01,86.0,Advertisement Listing Fee,-291000000.0,0.0
2021-04-01,87.0,Medal Creation,-110000000.0,0.0
2021-04-01,88.0,Medal Issued,-440000000.0,0.0
2021-04-01,96.0,Planetary Import Tax,-1067703976.0,0.0
2021-04-01,97.0,Planetary Export Tax,-4230016436.0,0.0
2021-04-01,98.0,Planetary Construction,-16097020000.0,0.0
2021-04-01,99.1000125,Corporate Reward Payout (Sansha Incursions),0.0,474487425286.65
2021-04-01,99.1000137,Corporate Reward Payout (Pirate FOBs),0.0,11744038971.02
2021-04-01,99.1000298,Corporate Reward Payout (Triglavian Invasions),0.0,172650877103.0
2021-04-01,101.0,Bounty Surcharge,-402617742.0,0.0
2021-04-01,117.0,Security Processing Fee,-1949000000.0,0.0
2021-04-01,120.0,Industry Job Tax,-2930552632.0,0.0
2021-04-01,122.0,Infrastructure Hub maintenance,-33474000000.0,0.0
2021-04-01,123.0,Asset Safety recovery Tax,-99294920089.0,0.0
2021-04-01,125.0,Project Discovery reward,0.0,29664779708.0
2021-04-01,127.0,Reprocessing Tax,-1429447808.0,0.0
2021-04-01,128.0,Jump Clone Activation Fee,-2617200000.0,0.0
2021-04-01,129.0,Operation Bonus,0.0,179000000.0
2021-04-01,135.0,Reactions,-25486112198.0,0.0
2021-04-01,141.0,Skill Purchase,-209048108100.0,0.0
2021-04-01,145.0,Hypernet Relay Tax,-38217230729.0,0.0
2021-04-01,147.0,Redeemed ISK token,0.0,56635000.0
2021-04-01,149.0,SCC surcharge,-90693894181.0,0.0
2021-04-01,155.0,ESS Main Bank Autopayment,0.0,314558515856.0
2021-04-02,-66.0,Structure Module (Market),-51600000000.0,11200000000.0
2021-04-02,-41.0,Planetary Industry (Market),-1716127341.77,0.0
2021-04-02,-22.0,Deployable (Market),0.0,400000000.0
2021-04-02,-17.0,Commodity (Market),-9583618285.79,1089010520091.77
2021-04-02,-16.0,Skill (Market),-77555678790.0,0.0
2021-04-02,-9.0,Blueprint (Market),-104234609397.0,0.0
2021-04-02,13.0,Office Rental Fee,-12182227550.0,0.0
2021-04-02,15.0,Repair Bill,-5066253573.0,489099.0
2021-04-02,19.0,Insurance,-85763031649.0,220651178902.0
2021-04-02,26.0,LP Store,-226329285000.0,0.0
2021-04-02,27.0,Agent Location Services,-46865000.0,0.0
2021-04-02,33.0,Agent Mission Reward,-452043494.0,98320263801.0
2021-04-02,35.0,CSPA,-53228222.0,0.0
2021-04-02,39.0,Corporation Registration Fee,-550331200.0,395150600.0
2021-04-02,40.0,Corporation Logo Change Cost,-3700.0,0.0
2021-04-02,41.0,Release Of Impounded Property,-58427303.0,0.0
2021-04-02,46.0,Brokers Fee,-449483298862.0,0.0
2021-04-02,49.0,War Fee,-6000000000.0,0.0
2021-04-02,50.0,Alliance Maintainance Fee,-888000000.0,0.0
2021-04-02,51.0,Contraband Fine,-2558700.0,0.0
2021-04-02,54.0,Transaction Tax,-669536297657.0,0.0
2021-04-02,55.0,Jump Clone Installation Fee,-1482300000.0,0.0
2021-04-02,56.0,Manufacturing,-105145929588.0,0.0
2021-04-02,57.0,Researching Technology,-1000460228.0,0.0
2021-04-02,58.0,Researching Time Productivity,-7481619684.0,0.0
2021-04-02,59.0,Researching Material Productivity,-20564523718.0,0.0
2021-04-02,60.0,Copying,-3320310975.0,0.0
2021-04-02,72.0,Contract Brokers Fee,-14549405624.0,0.0
2021-04-02,73.0,Contract Sales Tax,-7554011349.0,0.0
2021-04-02,80.0,Contract Brokers Fee (corp),-2185569656.0,0.0
2021-04-02,85.0,Bounty Prizes,0.0,689426478432.0
2021-04-02,86.0,Advertisement Listing Fee,-377500000.0,0.0
2021-04-02,87.0,Medal Creation,-70000000.0,0.0
2021-04-02,88.0,Medal Issued,-440000000.0,0.0
2021-04-02,96.0,Planetary Import Tax,-836752198.0,0.0
2021-04-02,97.0,Planetary Export Tax,-3883291667.0,0.0
2021-04-02,98.0,Planetary Construction,-18077685000.0,2710000.0
2021-04-02,99.1000125,Corporate Reward Payout (Sansha Incursions),0.0,639377335108.17
2021-04-02,99.1000137,Corporate Reward Payout (Pirate FOBs),0.0,9162885809.04
2021-04-02,99.1000298,Corporate Reward Payout (Triglavian Invasions),0.0,93345578240.0
2021-04-02,101.0,Bounty Surcharge,-554845215.0,0.0
2021-04-02,117.0,Security Processing Fee,-2792000000.0,0.0
2021-04-02,120.0,Industry Job Tax,-2704095967.0,0.0
2021-04-02,122.0,Infrastructure Hub maintenance,-25991000000.0,0.0
2021-04-02,123.0,Asset Safety recovery Tax,-80637932855.0,0.0
2021-04-02,125.0,Project Discovery reward,0.0,30963371538.0
2021-04-02,127.0,Reprocessing Tax,-1587851632.0,0.0
2021-04-02,128.0,Jump Clone Activation Fee,-2676600000.0,0.0
2021-04-02,129.0,Operation Bonus,0.0,200100000.0
2021-04-02,135.0,Reactions,-19708367516.0,0.0
2021-04-02,141.0,Skill Purchase,-242643148150.0,0.0
2021-04-02,145.0,Hypernet Relay Tax,-32754180434.0,0.0
2021-04-02,147.0,Redeemed ISK token,0.0,366315000.0
2021-04-02,149.0,SCC surcharge,-92637434006.0,0.0
2021-04-02,155.0,ESS Main Bank Autopayment,0.0,286081400048.0
2021-04-03,-66.0,Structure Module (Market),-74000000000.0,18300000000.0
2021-04-03,-41.0,Planetary Industry (Market),-967472452.89,0.0
2021-04-03,-22.0,Deployable (Market),0.0,100000000.0
2021-04-03,-17.0,Commodity (Market),-19012808990.87,1022128430561.1
2021-04-03,-16.0,Skill (Market),-95767472440.0,0.0
2021-04-03,-9.0,Blueprint (Market),-131085808969.0,0.0
2021-04-03,13.0,Office Rental Fee,-14002199793.0,0.0
2021-04-03,15.0,Repair Bill,-4583475749.0,1034830.0
2021-04-03,19.0,Insurance,-99435490780.0,259338429100.0
2021-04-03,26.0,LP Store,-331045450000.0,0.0
2021-04-03,27.0,Agent Location Services,-46231000.0,0.0
2021-04-03,33.0,Agent Mission Reward,-346965192.0,111371363845.0
2021-04-03,35.0,CSPA,-62738335.0,0.0
2021-04-03,39.0,Corporation Registration Fee,-764704400.0,609523800.0
2021-04-03,40.0,Corporation Logo Change Cost,-4300.0,0.0
2021-04-03,41.0,Release Of Impounded Property,-69469091.0,0.0
2021-04-03,46.0,Brokers Fee,-476578736316.0,0.0
2021-04-03,48.0,Alliance Registration Fee,-5000000000.0,3000000000.0
2021-04-03,49.0,War Fee,-4500000000.0,0.0
2021-04-03,50.0,Alliance Maintainance Fee,-804000000.0,0.0
2021-04-03,51.0,Contraband Fine,-17846250.0,0.0
2021-04-03,54.0,Transaction Tax,-708125709874.0,0.0
2021-04-03,55.0,Jump Clone Installation Fee,-1800000000.0,0.0
2021-04-03,56.0,Manufacturing,-115244488084.0,0.0
2021-04-03,57.0,Researching Technology,-1022858244.0,0.0
2021-04-03,58.0,Researching Time Productivity,-8543994538.0,0.0
2021-04-03,59.0,Researching Material Productivity,-15373632472.0,0.0
2021-04-03,60.0,Copying,-2262391590.0,0.0
2021-04-03,72.0,Contract Brokers Fee,-16514097440.0,0.0
2021-04-03,73.0,Contract Sales Tax,-11695513613.0,0.0
2021-04-03,80.0,Contract Brokers Fee (corp),-1654150862.0,0.0
2021-04-03,85.0,Bounty Prizes,0.0,750612315983.0
2021-04-03,86.0,Advertisement Listing Fee,-329500000.0,0.0
2021-04-03,87.0,Medal Creation,-90000000.0,0.0
2021-04-03,88.0,Medal Issued,-355000000.0,0.0
2021-04-03,96.0,Planetary Import Tax,-1039989307.0,0.0
2021-04-03,97.0,Planetary Export Tax,-4298114505.0,0.0
2021-04-03,98.0,Planetary Construction,-17971560000.0,0.0
2021-04-03,99.1000125,Corporate Reward Payout (Sansha Incursions),0.0,582133370532.1
2021-04-03,99.1000137,Corporate Reward Payout (Pirate FOBs),0.0,29779686016.06
2021-04-03,99.1000298,Corporate Reward Payout (Triglavian Invasions),0.0,74594767692.0
2021-04-03,101.0,Bounty Surcharge,-321783810.0,0.0
2021-04-03,114.0,War ally contract,-10000000.0,0.0
2021-04-03,117.0,Security Processing Fee,-2311000000.0,0.0
2021-04-03,120.0,Industry Job Tax,-2444011869.0,0.0
2021-04-03,122.0,Infrastructure Hub maintenance,-48517000000.0,0.0
2021-04-03,123.0,Asset Safety recovery Tax,-209005048873.0,0.0
2021-04-03,125.0,Project Discovery reward,0.0,33109537468.0
2021-04-03,127.0,Reprocessing Tax,-1600189564.0,0.0
2021-04-03,128.0,Jump Clone Activation Fee,-2918700000.0,0.0
2021-04-03,129.0,Operation Bonus,0.0,233000000.0
2021-04-03,135.0,Reactions,-22998886092.0,0.0
2021-04-03,141.0,Skill Purchase,-277310964450.0,0.0
2021-04-03,145.0,Hypernet Relay Tax,-43348959115.0,0.0
2021-04-03,147.0,Redeemed ISK token,0.0,164940000.0
2021-04-03,149.0,SCC surcharge,-117786120577.0,0.0
2021-04-03,155.0,ESS Main Bank Autopayment,0.0,307901113631.0
2021-04-04,-66.0,Structure Module (Market),-166200000000.0,13700000000.0
2021-04-04,-41.0,Planetary Industry (Market),-888797728.72,0.0
2021-04-04,-22.0,Deployable (Market),0.0,475000000.0
2021-04-04,-17.0,Commodity (Market),-6803894039.11,1339700569681.49
2021-04-04,-16.0,Skill (Market),-112711453270.0,0.0
2021-04-04,-9.0,Blueprint (Market),-107167279240.0,0.0
2021-04-04,13.0,Office Rental Fee,-18217220135.0,0.0
2021-04-04,15.0,Repair Bill,-4585982707.0,35043.0
2021-04-04,19.0,Insurance,-85123602928.0,194368314564.0
2021-04-04,26.0,LP Store,-262954625000.0,0.0
2021-04-04,27.0,Agent Location Services,-53577000.0,0.0
2021-04-04,33.0,Agent Mission Reward,-384230757.0,113308983308.0
2021-04-04,35.0,CSPA,-42785142.0,0.0
2021-04-04,39.0,Corporation Registration Fee,-742307200.0,595125600.0
2021-04-04,40.0,Corporation Logo Change Cost,-4400.0,0.0
2021-04-04,41.0,Release Of Impounded Property,-117174206.0,0.0
2021-04-04,46.0,Brokers Fee,-443750776713.0,0.0
2021-04-04,49.0,War Fee,-4300000000.0,0.0
2021-04-04,50.0,Alliance Maintainance Fee,-720000000.0,0.0
2021-04-04,51.0,Contraband Fine,-11468100.0,0.0
2021-04-04,54.0,Transaction Tax,-727018253152.0,0.0
2021-04-04,55.0,Jump Clone Installation Fee,-1561500000.0,0.0
2021-04-04,56.0,Manufacturing,-126129053292.0,0.0
2021-04-04,57.0,Researching Technology,-980585077.0,0.0
2021-04-04,58.0,Researching Time Productivity,-13889458031.0,0.0
2021-04-04,59.0,Researching Material Productivity,-22700148709.0,0.0
2021-04-04,60.0,Copying,-2599829650.0,0.0
2021-04-04,72.0,Contract Brokers Fee,-15596431012.0,0.0
2021-04-04,73.0,Contract Sales Tax,-9526827102.0,0.0
2021-04-04,80.0,Contract Brokers Fee (corp),-3293397218.0,0.0
2021-04-04,85.0,Bounty Prizes,0.0,745332342159.0
2021-04-04,86.0,Advertisement Listing Fee,-460750000.0,0.0
2021-04-04,87.0,Medal Creation,-50000000.0,0.0
2021-04-04,88.0,Medal Issued,-260000000.0,0.0
2021-04-04,96.0,Planetary Import Tax,-1043411300.0,0.0
2021-04-04,97.0,Planetary Export Tax,-4431547004.0,0.0
2021-04-04,98.0,Planetary Construction,-22626230000.0,180000.0
2021-04-04,99.1000125,Corporate Reward Payout (Sansha Incursions),0.0,723354013405.47
2021-04-04,99.1000137,Corporate Reward Payout (Pirate FOBs),0.0,10994647296.0
2021-04-04,99.1000298,Corporate Reward Payout (Triglavian Invasions),0.0,29625134626.1
2021-04-04,101.0,Bounty Surcharge,-596422257.0,0.0
2021-04-04,114.0,War ally contract,-80000000.0,0.0
2021-04-04,117.0,Security Processing Fee,-2670000000.0,0.0
2021-04-04,120.0,Industry Job Tax,-3352177158.0,0.0
2021-04-04,122.0,Infrastructure Hub maintenance,-42343000000.0,0.0
2021-04-04,123.0,Asset Safety recovery Tax,-148503286370.0,0.0
2021-04-04,125.0,Project Discovery reward,0.0,32264782004.0
2021-04-04,127.0,Reprocessing Tax,-2704083107.0,0.0
2021-04-04,128.0,Jump Clone Activation Fee,-2878200000.0,0.0
2021-04-04,129.0,Operation Bonus,0.0,246310000.0
2021-04-04,135.0,Reactions,-29237643876.0,0.0
2021-04-04,141.0,Skill Purchase,-239618960750.0,0.0
2021-04-04,145.0,Hypernet Relay Tax,-34033821632.0,0.0
2021-04-04,147.0,Redeemed ISK token,0.0,165350000.0
2021-04-04,149.0,SCC surcharge,-104502170025.0,0.0
2021-04-04,155.0,ESS Main Bank Autopayment,0.0,309425437619.0
2021-04-05,-66.0,Structure Module (Market),-80700000000.0,19900000000.0
2021-04-05,-41.0,Planetary Industry (Market),-549337281.69,0.0
2021-04-05,-22.0,Deployable (Market),0.0,25000000.0
2021-04-05,-17.0,Commodity (Market),-18669421314.36,1384734674806.13
2021-04-05,-16.0,Skill (Market),-136325508680.0,0.0
2021-04-05,-9.0,Blueprint (Market),-114450597124.0,0.0
2021-04-05,13.0,Office Rental Fee,-14453840315.0,0.0
2021-04-05,15.0,Repair Bill,-4398881420.0,392339.0
2021-04-05,19.0,Insurance,-74499925234.0,166679788870.0
2021-04-05,26.0,LP Store,-262029475000.0,0.0
2021-04-05,27.0,Agent Location Services,-55406000.0,0.0
2021-04-05,33.0,Agent Mission Reward,-335689721.0,117985462170.0
2021-04-05,35.0,CSPA,-62615149.0,0.0
2021-04-05,39.0,Corporation Registration Fee,-675115600.0,510336200.0
2021-04-05,40.0,Corporation Logo Change Cost,-4400.0,0.0
2021-04-05,41.0,Release Of Impounded Property,-64283536.0,0.0
2021-04-05,46.0,Brokers Fee,-442564035566.0,0.0
2021-04-05,48.0,Alliance Registration Fee,-1000000000.0,0.0
2021-04-05,49.0,War Fee,-4600000000.0,0.0
2021-04-05,50.0,Alliance Maintainance Fee,-1180000000.0,0.0
2021-04-05,51.0,Contraband Fine,-162969210.0,0.0
2021-04-05,54.0,Transaction Tax,-622416073582.0,0.0
2021-04-05,55.0,Jump Clone Installation Fee,-1451700000.0,0.0
2021-04-05,56.0,Manufacturing,-133695582696.0,0.0
2021-04-05,57.0,Researching Technology,-1267357112.0,0.0
2021-04-05,58.0,Researching Time Productivity,-9852103109.0,0.0
2021-04-05,59.0,Researching Material Productivity,-12183742031.0,0.0
2021-04-05,60.0,Copying,-4574690607.0,0.0
2021-04-05,72.0,Contract Brokers Fee,-13601968691.0,0.0
2021-04-05,73.0,Contract Sales Tax,-9903862345.0,0.0
2021-04-05,80.0,Contract Brokers Fee (corp),-2889766016.0,0.0
2021-04-05,85.0,Bounty Prizes,0.0,762223790491.0
2021-04-05,86.0,Advertisement Listing Fee,-264250000.0,0.0
2021-04-05,87.0,Medal Creation,-60000000.0,0.0
2021-04-05,88.0,Medal Issued,-165000000.0,0.0
2021-04-05,96.0,Planetary Import Tax,-1084670109.0,0.0
2021-04-05,97.0,Planetary Export Tax,-4163269491.0,0.0
2021-04-05,98.0,Planetary Construction,-19750235000.0,405000.0
2021-04-05,99.1000125,Corporate Reward Payout (Sansha Incursions),0.0,664775386203.78
2021-04-05,99.1000137,Corporate Reward Payout (Pirate FOBs),0.0,8485162777.0
2021-04-05,99.1000298,Corporate Reward Payout (Triglavian Invasions),0.0,39998184799.0
2021-04-05,101.0,Bounty Surcharge,-531128548.0,0.0
2021-04-05,114.0,War ally contract,-10000000.0,0.0
2021-04-05,117.0,Security Processing Fee,-2623000000.0,0.0
2021-04-05,120.0,Industry Job Tax,-2822241229.0,0.0
2021-04-05,122.0,Infrastructure Hub maintenance,-27559000000.0,0.0
2021-04-05,123.0,Asset Safety recovery Tax,-153950259964.0,0.0
2021-04-05,125.0,Project Discovery reward,0.0,29970995132.0
2021-04-05,127.0,Reprocessing Tax,-1515384152.0,0.0
2021-04-05,128.0,Jump Clone Activation Fee,-2687400000.0,0.0
2021-04-05,129.0,Operation Bonus,0.0,225975000.0
2021-04-05,135.0,Reactions,-21256129453.0,0.0
2021-04-05,141.0,Skill Purchase,-236999061000.0,0.0
2021-04-05,145.0,Hypernet Relay Tax,-43169245973.0,0.0
2021-04-05,147.0,Redeemed ISK token,0.0,454910000.0
2021-04-05,149.0,SCC surcharge,-95012316854.0,0.0
2021-04-05,155.0,ESS Main Bank Autopayment,0.0,317512429471.0
2021-04-06,-66.0,Structure Module (Market),-40100000000.0,30100000000.0
2021-04-06,-41.0,Planetary Industry (Market),-557227717.6,0.0
2021-04-06,-22.0,Deployable (Market),0.0,325000000.0
2021-04-06,-17.0,Commodity (Market),-15984108558.9,1370884463251.2
2021-04-06,-16.0,Skill (Market),-110855298490.0,0.0
2021-04-06,-9.0,Blueprint (Market),-108537192121.0,0.0
2021-04-06,13.0,Office Rental Fee,-11072085883.0,0.0
2021-04-06,15.0,Repair Bill,-4050420742.0,5672540.0
2021-04-06,19.0,Insurance,-95957069739.0,232322119938.0
2021-04-06,26.0,LP Store,-224266450000.0,0.0
2021-04-06,27.0,Agent Location Services,-65097000.0,0.0
2021-04-06,33.0,Agent Mission Reward,-347717564.0,109817709587.0
2021-04-06,35.0,CSPA,-48730676.0,0.0
2021-04-06,39.0,Corporation Registration Fee,-782302200.0,638320200.0
2021-04-06,40.0,Corporation Logo Change Cost,-5100.0,0.0
2021-04-06,41.0,Release Of Impounded Property,-11172177.0,0.0
2021-04-06,46.0,Brokers Fee,-393237512828.0,0.0
2021-04-06,48.0,Alliance Registration Fee,-3000000000.0,1000000000.0
2021-04-06,49.0,War Fee,-4800000000.0,0.0
2021-04-06,50.0,Alliance Maintainance Fee,-1148000000.0,0.0
2021-04-06,51.0,Contraband Fine,-1634850.0,0.0
2021-04-06,54.0,Transaction Tax,-554137430458.0,0.0
2021-04-06,55.0,Jump Clone Installation Fee,-1308600000.0,0.0
2021-04-06,56.0,Manufacturing,-134339947716.0,0.0
2021-04-06,57.0,Researching Technology,-897976179.0,0.0
2021-04-06,58.0,Researching Time Productivity,-8719855670.0,0.0
2021-04-06,59.0,Researching Material Productivity,-10107677128.0,0.0
2021-04-06,60.0,Copying,-3071319767.0,0.0
2021-04-06,72.0,Contract Brokers Fee,-12577654558.0,0.0
2021-04-06,73.0,Contract Sales Tax,-6794233699.0,0.0
2021-04-06,80.0,Contract Brokers Fee (corp),-1155664202.0,0.0
2021-04-06,85.0,Bounty Prizes,0.0,736084516721.0
2021-04-06,86.0,Advertisement Listing Fee,-289250000.0,0.0
2021-04-06,87.0,Medal Creation,-70000000.0,0.0
2021-04-06,88.0,Medal Issued,-245000000.0,0.0
2021-04-06,96.0,Planetary Import Tax,-1124573235.0,0.0
2021-04-06,97.0,Planetary Export Tax,-4268673146.0,0.0
2021-04-06,98.0,Planetary Construction,-17519475000.0,0.0
2021-04-06,99.1000125,Corporate Reward Payout (Sansha Incursions),0.0,654185340751.59
2021-04-06,99.1000137,Corporate Reward Payout (Pirate FOBs),0.0,9925237009.06
2021-04-06,99.1000298,Corporate Reward Payout (Triglavian Invasions),0.0,100168887746.0
2021-04-06,101.0,Bounty Surcharge,-252338197.0,0.0
2021-04-06,114.0,War ally contract,-10000000.0,0.0
2021-04-06,117.0,Security Processing Fee,-1843000000.0,0.0
2021-04-06,120.0,Industry Job Tax,-2090420658.0,0.0
2021-04-06,122.0,Infrastructure Hub maintenance,-31584000000.0,0.0
2021-04-06,123.0,Asset Safety recovery Tax,-134350423004.0,0.0
2021-04-06,125.0,Project Discovery reward,0.0,28662968067.0
2021-04-06,127.0,Reprocessing Tax,-1132991431.0,0.0
2021-04-06,128.0,Jump Clone Activation Fee,-2559600000.0,0.0
2021-04-06,129.0,Operation Bonus,0.0,195800000.0
2021-04-06,135.0,Reactions,-27545672695.0,0.0
2021-04-06,141.0,Skill Purchase,-187361058300.0,0.0
2021-04-06,145.0,Hypernet Relay Tax,-24555132285.0,0.0
2021-04-06,147.0,Redeemed ISK token,0.0,55920000.0
2021-04-06,149.0,SCC surcharge,-88578120690.0,0.0
2021-04-06,155.0,ESS Main Bank Autopayment,0.0,320186650013.0
2021-04-07,-66.0,Structure Module (Market),-62700000000.0,48700000000.0
2021-04-07,-41.0,Planetary Industry (Market),-253036134.35,0.0
2021-04-07,-22.0,Deployable (Market),0.0,175000000.0
2021-04-07,-17.0,Commodity (Market),-14993252733.26,1139335409404.81
2021-04-07,-16.0,Skill (Market),-96927639720.0,0.0
2021-04-07,-9.0,Blueprint (Market),-108656944846.0,0.0
2021-04-07,13.0,Office Rental Fee,-16265932169.0,0.0
2021-04-07,15.0,Repair Bill,-3772770302.0,390400.0
2021-04-07,19.0,Insurance,-57932970475.0,148510396270.0
2021-04-07,26.0,LP Store,-356827600000.0,0.0
2021-04-07,27.0,Agent Location Services,-46897000.0,0.0
2021-04-07,33.0,Agent Mission Reward,-282448009.0,111127211176.0
2021-04-07,35.0,CSPA,-59765711.0,0.0
2021-04-07,39.0,Corporation Registration Fee,-1103862000.0,956680400.0
2021-04-07,40.0,Corporation Logo Change Cost,-3900.0,0.0
2021-04-07,41.0,Release Of Impounded Property,-21478882.0,0.0
2021-04-07,46.0,Brokers Fee,-409820563104.0,0.0
2021-04-07,48.0,Alliance Registration Fee,-1000000000.0,0.0
2021-04-07,49.0,War Fee,-4200000000.0,0.0
2021-04-07,50.0,Alliance Maintainance Fee,-706000000.0,0.0
2021-04-07,51.0,Contraband Fine,-1360800.0,0.0
2021-04-07,54.0,Transaction Tax,-564409381815.0,0.0
2021-04-07,55.0,Jump Clone Installation Fee,-1302300000.0,0.0
2021-04-07,56.0,Manufacturing,-116110352370.0,0.0
2021-04-07,57.0,Researching Technology,-775735503.0,0.0
2021-04-07,58.0,Researching Time Productivity,-10819639520.0,0.0
2021-04-07,59.0,Researching Material Productivity,-12973276106.0,0.0
2021-04-07,60.0,Copying,-2563108950.0,0.0
2021-04-07,72.0,Contract Brokers Fee,-12514130981.0,0.0
2021-04-07,73.0,Contract Sales Tax,-8352673634.0,0.0
2021-04-07,80.0,Contract Brokers Fee (corp),-2697924809.0,0.0
2021-04-07,85.0,Bounty Prizes,0.0,716625244846.0
2021-04-07,86.0,Advertisement Listing Fee,-231500000.0,0.0
2021-04-07,87.0,Medal Creation,-60000000.0,0.0
2021-04-07,88.0,Medal Issued,-145000000.0,0.0
2021-04-07,96.0,Planetary Import Tax,-961848217.0,0.0
2021-04-07,97.0,Planetary Export Tax,-3902438449.0,0.0
2021-04-07,98.0,Planetary Construction,-17154410000.0,225000.0
2021-04-07,99.1000125,Corporate Reward Payout (Sansha Incursions),0.0,226932315000.0
2021-04-07,99.1000137,Corporate Reward Payout (Pirate FOBs),0.0,16455154700.05
2021-04-07,99.1000298,Corporate Reward Payout (Triglavian Invasions),0.0,64367838552.02
2021-04-07,101.0,Bounty Surcharge,-152519728.0,0.0
2021-04-07,114.0,War ally contract,-30000000.0,0.0
2021-04-07,117.0,Security Processing Fee,-1962000000.0,0.0
2021-04-07,120.0,Industry Job Tax,-2372971655.0,0.0
2021-04-07,122.0,Infrastructure Hub maintenance,-32452000000.0,0.0
2021-04-07,123.0,Asset Safety recovery Tax,-152080739770.0,0.0
2021-04-07,125.0,Project Discovery reward,0.0,29967718200.0
2021-04-07,127.0,Reprocessing Tax,-1225224847.0,0.0
2021-04-07,128.0,Jump Clone Activation Fee,-2503800000.0,0.0
2021-04-07,129.0,Operation Bonus,0.0,174460000.0
2021-04-07,135.0,Reactions,-23620665590.0,0.0
2021-04-07,141.0,Skill Purchase,-190701798300.0,0.0
2021-04-07,145.0,Hypernet Relay Tax,-31641914751.0,0.0
2021-04-07,147.0,Redeemed ISK token,0.0,156240000.0
2021-04-07,149.0,SCC surcharge,-91935347452.0,0.0
2021-04-07,155.0,ESS Main Bank Autopayment,0.0,304711726261.0
2021-04-08,-66.0,Structure Module (Market),-147430300000.0,11800000000.0
2021-04-08,-41.0,Planetary Industry (Market),-277894633.03,0.0
2021-04-08,-17.0,Commodity (Market),-5549728484.72,1044075454005.61
2021-04-08,-16.0,Skill (Market),-63804141040.0,0.0
2021-04-08,-9.0,Blueprint (Market),-95341601188.0,0.0
2021-04-08,13.0,Office Rental Fee,-15979943952.0,0.0
2021-04-08,15.0,Repair Bill,-3997345852.0,98148.0
2021-04-08,19.0,Insurance,-70044460442.0,145249403503.0
2021-04-08,26.0,LP Store,-273937025000.0,0.0
2021-04-08,27.0,Agent Location Services,-42518000.0,0.0
2021-04-08,33.0,Agent Mission Reward,-302555207.0,105561193593.0
2021-04-08,35.0,CSPA,-116386694.0,0.0
2021-04-08,39.0,Corporation Registration Fee,-659117600.0,499137600.0
2021-04-08,40.0,Corporation Logo Change Cost,-3200.0,0.0
2021-04-08,41.0,Release Of Impounded Property,-16780891.0,0.0
2021-04-08,46.0,Brokers Fee,-376371088654.0,0.0
2021-04-08,49.0,War Fee,-5200000000.0,0.0
2021-04-08,50.0,Alliance Maintainance Fee,-790000000.0,0.0
2021-04-08,51.0,Contraband Fine,-1541000.0,0.0
2021-04-08,54.0,Transaction Tax,-602307189306.0,0.0
2021-04-08,55.0,Jump Clone Installation Fee,-1271700000.0,0.0
2021-04-08,56.0,Manufacturing,-104950824486.0,0.0
2021-04-08,57.0,Researching Technology,-1074549401.0,0.0
2021-04-08,58.0,Researching Time Productivity,-13314404375.0,0.0
2021-04-08,59.0,Researching Material Productivity,-21761065457.0,0.0
2021-04-08,60.0,Copying,-1995376879.0,0.0
2021-04-08,72.0,Contract Brokers Fee,-12431185031.0,0.0
2021-04-08,73.0,Contract Sales Tax,-8090743979.0,0.0
2021-04-08,80.0,Contract Brokers Fee (corp),-1755184042.0,0.0
2021-04-08,85.0,Bounty Prizes,0.0,710435205514.0
